P_Ac_in (W),P_Batt_in (W),P_loss_in,,P_Ac_out,P_Batt_out,P_loss_out
-3348,-3044.34099,303.6590102,,3348,3070.01123,277.9887699
-3384,-3080.090732,303.9092675,,3384,3105.488864,278.5111358
-3420,-3115.837574,304.1624258,,3420,3140.967573,279.0324272
-3456,-3150.633084,305.3669159,,3456,3175.498775,280.5012249
-3492,-3186.374203,305.6257971,,3492,3210.97776,281.0222401
-3528,-3222.112423,305.8875771,,3528,3246.457486,281.5425141
-3564,-3257.847745,306.1522552,,3564,3281.937841,282.0621587
-3600,-3292.632043,307.3679569,,3600,3316.464956,283.5350436
-3636,-3328.361648,307.6383524,,3636,3351.944848,284.0551519
-3672,-3364.088356,307.9116439,,3672,3387.425082,284.5749182
-3708,-3399.812169,308.1878308,,3708,3422.90556,285.0944397
-3744,-3434.585267,309.4147331,,3744,3457.427491,286.5725095
-3780,-3470.303368,309.6966319,,3780,3492.906868,287.0931317
-3816,-3506.018576,309.9814239,,3816,3528.386242,287.6137584
-3852,-3541.730892,310.2691084,,3852,3563.865526,288.1344743
-3888,-3576.492799,311.5072006,,3888,3598.381333,289.6186671
-3924,-3612.199409,311.8005915,,3924,3633.858965,290.1410354
-3960,-3647.903127,312.0968728,,3960,3669.33629,290.6637102
-3996,-3683.603956,312.3960439,,3996,3704.813234,291.186766
-4032,-3718.252814,313.7471862,,4032,3739.322112,292.6778877
-4068,-3753.94795,314.0520498,,4068,3774.796924,293.2030759
-4104,-3789.640199,314.3598012,,4104,3810.271164,293.7288355
-4140,-3825.329561,314.6704395,,4140,3845.744768,294.2552322
-4176,-3859.612945,316.3870545,,4176,3880.246021,295.7539787
-4212,-3895.296649,316.7033513,,4212,3915.717073,296.2829274
-4248,-3930.977467,317.022533,,4248,3951.187319,296.8126809
-4284,-3966.655401,317.3445989,,4284,3986.656703,297.343297
-4320,-4000.92781,319.0721895,,4320,4021.149728,298.8502719
-4356,-4036.600092,319.3999084,,4356,4056.616191,299.383809
-4392,-4072.269491,319.7305094,,4392,4092.081643,299.918357
-4428,-4107.936008,320.0639919,,4428,4127.546032,300.4539676
-4464,-4142.197452,321.8025477,,4464,4162.030303,301.9696968
-4500,-4177.858322,322.1416777,,4500,4197.491446,302.5085536
-4536,-4213.516313,322.4836871,,4536,4232.951395,303.0486046
-4572,-4249.171425,322.8285752,,4572,4268.410104,303.5898958
-4608,-4283.421914,324.5780856,,4608,4302.885161,305.1148391
-4644,-4319.071384,324.9286158,,4644,4338.340335,305.6596647
-4680,-4354.717977,325.2820227,,4680,4373.794152,306.2058478
-4716,-4390.361695,325.6383055,,4716,4409.24657,306.7534297
-4752,-4424.60124,327.3987599,,4752,4443.712009,308.2879912
-4788,-4460.239321,327.7606794,,4788,4479.160637,308.8393635
-4824,-4495.874527,328.1254728,,4824,4514.60776,309.3922396
-4860,-4531.506861,328.4931394,,4860,4550.053343,309.9466565
-4896,-4565.735473,330.2645274,,4896,4584.508808,311.491192
-4932,-4601.362175,330.6378253,,4932,4619.950372,312.0496279
-4968,-4636.986006,331.0139943,,4968,4655.390301,312.6096988
-5004,-4672.606966,331.3930338,,5004,4690.828562,313.1714381
-5040,-4706.824655,333.1753449,,5040,4725.273738,314.7262625
-5076,-4742.43999,333.5600103,,5076,4760.707775,315.2922253
-5112,-4778.052456,333.9475441,,5112,4796.140059,315.8599415
-5148,-4813.662055,334.3379455,,5148,4831.570559,316.4294411
-5184,-4847.868831,336.1311693,,5184,4866.005166,317.9948337
-5220,-4883.472809,336.5271913,,5220,4901.431259,318.5687406
-5256,-4919.073921,336.9260789,,5256,4936.855492,319.1445076
-5292,-4954.672169,337.3278315,,5292,4972.277838,319.7221622
-5328,-4988.868042,339.1319575,,5328,5006.701628,321.2983717
-5364,-5024.460675,339.5393253,,5364,5042.119401,321.8805991
-5400,-5060.050444,339.9495559,,5400,5077.535217,322.4647835
-5436,-5095.637351,340.3626488,,5436,5112.94905,323.0509498
-5472,-5129.822333,342.1776666,,5472,5147.361802,324.6381981
-5508,-5165.403631,342.5963693,,5508,5182.770913,325.2290868
-5544,-5200.982068,343.0179321,,5544,5218.17798,325.8220205
-5580,-5236.557646,343.4423544,,5580,5253.582978,326.4170219
-5616,-5270.731746,345.2682537,,5616,5287.984492,328.0155078
-5652,-5306.30172,345.6982805,,5652,5323.384633,328.6153671
-5688,-5341.868835,346.1311647,,5688,5358.782648,329.2173517
-5724,-5377.433094,346.5669056,,5724,5394.178518,329.8214823
-5760,-5411.596324,348.4036759,,5760,5428.568616,331.4313842
-5796,-5447.154984,348.845016,,5796,5463.959504,332.0404958
-5832,-5482.710789,349.2892107,,5832,5499.348194,332.6518059
-5868,-5518.263741,349.7362595,,5868,5534.734666,333.2653337
-5904,-5552.41611,351.5838904,,5904,5569.113188,334.8868122
-5940,-5587.963467,352.036533,,5940,5604.494567,335.505433
-5976,-5623.507972,352.4920276,,5976,5639.87368,336.1263195
-6012,-5659.049627,352.9503734,,6012,5675.250511,336.7494893
-6048,-5693.191145,354.8088547,,6048,5709.617311,338.3826895
-6084,-5728.727211,355.272789,,6084,5744.988945,339.0110546
-6120,-5764.260427,355.7395725,,6120,5780.358253,339.6417471
-6156,-5799.790795,356.2092046,,6156,5815.725217,340.2747831
-6192,-5833.921474,358.0785259,,6192,5849.967565,342.0324351
-6228,-5869.446259,358.5537412,,6228,5885.329178,342.6708221
-6264,-5904.968197,359.031803,,6264,5920.688407,343.3115926
-6300,-5940.487289,359.5127107,,6300,5956.045239,343.9547615
-6336,-5974.607138,361.3928616,,6336,5989.746664,346.2533364
-6372,-6010.120653,361.8793471,,6372,6025.097782,346.9022184
-6408,-6045.631324,362.3686764,,6408,6060.446467,347.5535327
-6444,-6081.139151,362.8608489,,6444,6095.792707,348.2072931
-6480,-6115.248181,364.7518192,,6480,6129.480943,350.5190569
-6516,-6150.750436,365.2495642,,6516,6164.821408,351.1785916
-6552,-6186.24985,365.7501504,,6552,6200.159396,351.8406038
-6588,-6221.746423,366.253577,,6588,6235.494894,352.5051063
-6624,-6255.844644,368.1553563,,6624,6269.169899,354.8301012
-6660,-6291.33565,368.6643502,,6660,6304.499566,355.5004343
-6696,-6326.823818,369.1761825,,6696,6339.826713,356.1732868
-6732,-6362.309147,369.6908525,,6732,6375.151329,356.8486709
-6768,-6396.396569,371.6034307,,6768,6408.813065,359.1869346
-6804,-6431.876337,372.1236626,,6804,6444.131799,359.868201
-6840,-6467.35327,372.6467304,,6840,6479.447974,360.5520261
-6876,-6502.827367,373.1726331,,6876,6514.761579,361.2384209
-6912,-6536.904,375.0959998,,6912,6548.410013,363.5899872
-6948,-6572.372541,375.6274593,,6948,6583.717688,364.2823124
-6984,-6607.838248,376.1617518,,6984,6619.022767,364.9772327
-7020,-6643.301123,376.6988766,,7020,6654.325241,365.6747585
-7056,-6677.366978,378.6330216,,7056,6687.960342,368.0396576
-7092,-6712.824302,379.1756979,,7092,6723.256842,368.7431583
-7128,-6748.278796,379.7212045,,7128,6758.550712,369.449288
-7164,-6783.730459,380.2695408,,7164,6793.841943,370.1580567
-7200,-6817.785546,382.2144539,,7200,6827.463684,372.5363159
-7236,-6853.231664,382.7683363,,7236,6862.748899,373.2511007
-7272,-6888.674954,383.3250464,,7272,6898.031454,373.9685464
-7308,-6924.115416,383.8845835,,7308,6933.311338,374.6886623
-7344,-6958.159746,385.8402545,,7344,6966.919694,377.0803062
-7380,-6993.594668,386.4053325,,7380,7002.193523,377.8064766
-7416,-7029.026765,386.9732355,,7416,7037.464662,378.5353378
-7452,-7064.456037,387.5439628,,7452,7072.733102,379.2668984
-7488,-7098.472212,389.5277881,,7488,7106.328051,381.6719491
-7524,-7133.89595,390.1040497,,7524,7141.5904,382.4096001
-7560,-7169.316866,390.6831336,,7560,7176.85003,383.1499699
-7596,-7204.734961,391.2650391,,7596,7212.106933,383.8930666
-7632,-7237.947256,394.0527441,,7632,7245.688456,386.3115443
-7668,-7273.359885,394.6401155,,7668,7280.939235,387.0607647
-7704,-7308.769693,395.2303065,,7704,7316.18727,387.8127303
-7740,-7344.176683,395.8233166,,7740,7351.432551,388.5674486
-7776,-7377.378112,398.621888,,7776,7385.000628,390.9993716
-7812,-7412.779641,399.2203588,,7812,7420.239755,391.760245
-7848,-7448.178353,399.8216465,,7848,7455.476112,392.5238883
-7884,-7483.574249,400.4257506,,7884,7490.709691,393.2903087
-7920,-7516.765277,403.2347234,,7920,7524.264306,395.7356936
-7956,-7552.155717,403.8442831,,7956,7559.491702,396.5082983
-7992,-7587.543343,404.4566571,,7992,7594.716304,397.2836963
-8028,-7622.928155,405.0718448,,8028,7629.938106,398.0618945
-8064,-7656.108791,407.8912093,,8064,7663.479244,400.5207565
-8100,-7691.488153,408.5118474,,8100,7698.694834,401.3051665
-8136,-7726.864703,409.1352973,,8136,7733.907608,402.0923918
-8172,-7762.238442,409.7615582,,8172,7769.117561,402.8824389
-8208,-7795.408696,412.5913045,,8208,7802.645208,405.3547919
-8244,-7830.776989,413.2230108,,8244,7837.848923,406.1510767
-8280,-7866.142474,413.8575261,,8280,7873.049802,406.9501977
-8316,-7901.50515,414.4948499,,8316,7908.247839,407.7521611
-8352,-7934.665032,417.3349683,,8352,7941.761982,410.2380179
-8388,-7970.022268,417.9777322,,8388,7976.953757,411.0462433
-8424,-8005.376697,418.6233027,,8424,8012.142675,411.8573247
-8460,-8040.728321,419.2716789,,8460,8047.328732,412.6712678
-8496,-8073.87784,422.1221597,,8496,8080.82936,415.1706403
-8532,-8109.224029,422.775971,,8532,8116.009132,415.9908684
-8568,-8144.567414,423.4325862,,8568,8151.186029,416.8139712
-8604,-8179.907995,424.0920045,,8604,8186.360046,417.6399543
-8640,-8213.047162,426.952838,,8640,8219.847147,420.1528532
-8676,-8248.382314,427.6176863,,8676,8255.014857,420.985143
-8712,-8283.714664,428.2853359,,8712,8290.179675,421.8203252
-8748,-8319.044214,428.955786,,8748,8325.341595,422.6584052
-8784,-8352.173038,431.8269624,,8784,8358.815159,425.1848408
-8820,-8387.497163,432.5028374,,8820,8393.970752,426.0292479
-8856,-8422.818489,433.181511,,8856,8429.123436,426.8765645
-8892,-8458.137017,433.8629825,,8892,8464.273205,427.7267954
-8928,-8491.255508,436.7444923,,8928,8497.733223,430.266777
-8964,-8526.568616,437.4313837,,8964,8532.876645,431.1233546
-9000,-8561.878929,438.121071,,9000,8568.017142,431.9828577
-9036,-8597.186446,438.8135537,,9036,8603.154709,432.845291
-9072,-8630.294613,441.7053871,,9072,8636.601173,435.3988275
-9108,-8665.596715,442.4032845,,9108,8671.732374,436.2676259
-9144,-8700.896025,443.1039753,,9144,8706.860635,437.1393651
-9180,-8736.192541,443.8074588,,9180,8741.98595,438.0140496
-9216,-8769.290394,446.7096062,,9216,8775.418851,440.5811492
-9252,-8804.581501,447.4184994,,9252,8810.537784,441.4622164
-9288,-8839.869817,448.1301834,,9288,8845.653761,442.346239
-9324,-8875.155343,448.8446574,,9324,8880.766779,443.2332214
-9360,-8908.242891,451.7571092,,9360,8914.186108,445.8138919
-9396,-8943.523012,452.4769879,,9396,8949.292726,446.7072736
-9432,-8978.800345,453.1996548,,9432,8984.396375,447.6036247
-9468,-9014.074891,453.9251091,,9468,9019.497051,448.5029494
-9504,-9047.152144,456.8478556,,9504,9052.902802,451.097198
-9540,-9082.42129,457.5787096,,9540,9087.997062,452.0029379
-9576,-9117.687651,458.3123491,,9576,9123.088339,452.9116605
-9612,-9152.951226,459.0487735,,9612,9158.17663,453.8233699
-9648,-9186.018195,461.9818052,,9648,9191.568796,456.4312038
-9684,-9221.276376,462.7236242,,9684,9226.650656,457.3493435
-9720,-9256.531774,463.4682261,,9720,9261.729521,458.2704788
-9756,-9291.78439,464.2156103,,9756,9296.805387,459.1946134
-9792,-9324.841082,467.1589175,,9792,9330.183961,461.8160391
-9828,-9360.088309,467.9116913,,9828,9365.253381,462.7466186
-9864,-9395.332755,468.6672455,,9864,9400.319794,463.6802059
-9900,-9430.574421,469.4255793,,9900,9435.383195,464.6168045
-9936,-9463.620848,472.3791525,,9936,9468.748172,467.2518285
-9972,-9498.857129,473.1428709,,9972,9503.805114,468.194886
-10008,-9534.090633,473.909367,,10008,9538.859037,469.1409629
-10044,-9569.32136,474.6786403,,10044,9573.909937,470.0900629
-10080,-9602.35753,477.6424699,,10080,9607.261309,472.7386911
-10116,-9637.582877,478.4171227,,10116,9642.305737,473.6942632
-10152,-9672.805449,479.1945506,,10152,9677.347134,474.6528661
-10188,-9708.025247,479.9747531,,10188,9712.385497,475.6145031
-10224,-9741.05117,482.9488296,,10224,9745.723259,478.2767414
-10260,-9776.265593,483.7344066,,10260,9780.755137,479.2448633
-10296,-9811.477244,484.5227562,,10296,9815.783973,480.2160268
-10332,-9846.686122,485.3138778,,10332,9850.809765,481.1902351
-10368,-9879.701808,488.2981916,,10368,9884.133911,483.8660893
-10404,-9914.905317,489.0946827,,10404,9919.153205,484.8467948
-10440,-9950.106056,489.8939438,,10440,9954.169448,485.8305523
-10476,-9985.304026,490.6959743,,10476,9989.182635,486.8173649
-10512,-10018.30948,493.690516,,10512,10022.49316,489.5068405
-10548,-10053.50209,494.497911,,10548,10057.49984,490.5001621
-10584,-10088.69193,495.3080735,,10584,10092.50345,491.4965456
-10620,-10123.879,496.1210028,,10620,10127.50401,492.4959942
-10656,-10156.87424,499.1257628,,10656,10160.8009,495.1990966
-10692,-10192.05595,499.9440516,,10692,10195.79493,496.2050656
-10728,-10227.23489,500.7651053,,10728,10230.78589,497.2141062
-10764,-10262.41108,501.5889233,,10764,10265.77378,498.2262214
-10800,-10295.39611,504.6038921,,10800,10299.05704,500.9429558
-10836,-10330.56694,505.4330646,,10836,10334.0384,501.9616024
-10872,-10365.735,506.2649995,,10872,10369.01667,502.9833299
-10908,-10400.9003,507.099696,,10908,10403.99186,504.0081412
-10944,-10433.87514,510.1248642,,10944,10437.26149,506.7385128
-10980,-10469.03509,510.9649104,,10980,10472.23013,507.769866
-11016,-10504.19228,511.8077162,,11016,10507.19569,508.8043092
-11052,-10539.34672,512.6532812,,11052,10542.15815,509.8418452
-11088,-10572.31136,515.6886394,,11088,10575.41414,512.5858589
-11124,-10607.46045,516.539549,,11124,10610.37005,513.629947
-11160,-10642.60678,517.3932159,,11160,10645.32287,514.6771337
-11196,-10677.75036,518.2496393,,11196,10680.27258,515.7274217
-11232,-10710.70482,521.2951779,,11232,10713.51492,518.4850827
-11268,-10745.84306,522.156941,,11268,10748.45807,519.5419328
-11304,-10780.97854,523.0214588,,11304,10783.39811,520.6018899
-11340,-10816.11127,523.8887306,,11340,10818.33504,521.6649567
-11376,-10849.05556,526.9444403,,11376,10851.56373,524.4362699
-11412,-10884.18295,527.8170468,,11412,10886.49409,525.5059082
-11448,-10919.30759,528.6924054,,11448,10921.42134,526.5786618
-11484,-10954.42948,529.5705155,,11484,10956.34547,527.6545331
-11520,-10987.36361,532.6363868,,11520,10989.5605,530.4395033
-11556,-11022.48017,533.5198267,,11556,11024.47804,531.5219554
-11592,-11057.59398,534.4060162,,11592,11059.39247,532.6075307
-11628,-11092.70505,535.2949545,,11628,11094.30377,533.6962315
-11664,-11125.62902,538.3709781,,11664,11127.50514,536.4948636
-11700,-11160.73476,539.2652414,,11700,11162.40985,537.5901542
-11736,-11195.83775,540.1622517,,11736,11197.31142,538.6885756
-11772,-11230.93799,541.0620083,,11772,11232.20987,539.7901301
-11808,-11263.85183,544.1481748,,11808,11265.39757,542.6024289
-11844,-11298.94675,545.0532514,,11844,11300.28942,543.7105821
-11880,-11334.03893,545.9610725,,11880,11335.17813,544.8218733
-11916,-11369.12836,546.8716374,,11916,11370.06369,545.9363051
-11952,-11402.03206,549.9679374,,11952,11403.23772,548.7622754
-11988,-11437.11618,550.8838174,,11988,11438.11669,549.8833143
-12024,-11472.19756,551.8024393,,12024,11472.9925,551.0074985
-12060,-11507.2762,552.7238025,,12060,11507.86517,552.1348303
-12096,-11540.16977,555.8302266,,12096,11541.02552,554.9744769
-12132,-11575.2431,556.7569,,12132,11575.89158,556.1084242
-12168,-11610.31369,557.6863129,,12168,11610.75448,557.2455238
-12204,-11645.38154,558.6184644,,12204,11645.61422,558.3857779
-12240,-11678.265,561.7350033,,12240,11678.76089,561.2391056
-12276,-11713.32754,562.6724602,,12276,11713.61402,562.3859832
-12312,-11748.38735,563.6126539,,12312,11748.46398,563.53602
-12348,-11783.44442,564.5555839,,12348,11783.31078,564.689218
-12384,-11816.31777,567.6822283,,12384,11816.44377,567.5562316
-12420,-11851.36954,568.6304586,,12420,11851.28394,568.7160611
-12456,-11886.41858,569.5814234,,12456,11886.12094,569.8790563
-12492,-11921.46488,570.5351218,,12492,11920.95478,571.0452193
-12528,-11954.32814,573.6718624,,12528,11954.07408,573.9259236
-12564,-11989.36914,574.6308563,,12564,11988.90127,575.0987257
-12600,-12024.40742,575.5925821,,12600,12023.7253,576.2747
-12636,-12059.44296,576.5570391,,12636,12058.54615,577.4538485
-12672,-12092.29613,579.7038665,,12672,12091.65175,580.3482483
-12708,-12127.32639,580.6736141,,12708,12126.46596,581.5340435
-12744,-12162.35391,581.6460911,,12744,12161.27698,582.7230171
-12780,-12197.3787,582.6212967,,12780,12196.08483,583.9151711
-12816,-12230.2218,585.7782017,,12816,12228.95775,587.0422495
-12852,-12265.24131,586.7586931,,12852,12263.75891,588.2410943
-12888,-12300.25809,587.7419113,,12888,12298.55688,589.4431235
-12924,-12335.27214,588.7278557,,12924,12333.35166,590.6483391
-12960,-12368.10517,591.8948291,,12960,12365.77505,594.2249521
-12996,-12403.11395,592.8860544,,12996,12400.56306,595.436937
-13032,-12438.12,593.880004,,13032,12435.34789,596.6521117
-13068,-12473.12332,594.8766772,,13068,12470.12952,597.8704781
-13104,-12505.94629,598.0537096,,13104,12502.53908,601.4609179
-13140,-12540.94434,599.055659,,13140,12537.31394,602.6860584
-13176,-12575.93967,600.0603301,,13176,12572.08561,603.9143941
-13212,-12610.93228,601.0677224,,13212,12606.85407,605.1459266
-13248,-12643.7452,604.2548047,,13248,12639.24981,608.7501947
-13284,-12678.73253,605.2674682,,13284,12674.01149,609.9885061
-13320,-12713.71715,606.282851,,13320,12708.76998,611.2300179
-13356,-12748.69905,607.3009525,,13356,12743.52527,612.4747316
-13392,-12781.50192,610.4980753,,13392,12775.90717,616.0928297
-13428,-12816.47856,611.5214432,,13428,12810.65567,617.344327
-13464,-12851.45247,612.5475279,,13464,12845.40097,618.5990297
-13500,-12886.42367,613.5763288,,13500,12880.14306,619.8569395
-13536,-12919.21652,616.783483,,13536,12912.51113,623.4888693
-13572,-12954.18245,617.8175454,,13572,12947.24643,624.7535673
-13608,-12989.14568,618.8543221,,13608,12981.97852,626.0214757
-13644,-13024.10619,619.8938125,,13644,13016.7074,627.2925961
-13680,-13056.88901,623.110989,,13680,13049.06164,630.9383596
-13716,-13091.84426,624.1557361,,13716,13083.78373,632.2162728
-13752,-13126.7968,625.2031951,,13752,13118.5026,633.4974013
-13788,-13161.74663,626.2533652,,13788,13153.21825,634.7817467
-13824,-13194.51945,629.4805547,,13824,13185.55865,638.441346
-13860,-13229.46402,630.5359768,,13860,13220.26751,639.7324887
-13896,-13264.40589,631.5941082,,13896,13254.97315,641.0268515
-13932,-13299.34505,632.6549483,,13932,13289.67556,642.324436
-13968,-13332.10786,635.8921416,,13968,13322.00213,645.9978734
-14004,-13367.04177,636.9582288,,14004,13356.69774,647.3022598
-14040,-13401.97298,638.027023,,14040,13391.39013,648.6098709
-14076,-13436.90148,639.0985233,,14076,13426.07929,649.9207084
-14112,-13469.65429,642.3457113,,14112,13458.39201,653.6079864
-14148,-13504.57755,643.4224539,,14148,13493.07437,654.9256302
-14184,-13539.4981,644.501901,,14184,13527.7535,656.2465035
-14220,-13574.41595,645.5840518,,14220,13562.42939,657.5706078
-14256,-13607.15877,648.8412253,,14256,13594.72827,661.271729
-14292,-13642.07139,649.9286136,,14292,13629.39736,662.602644
-14328,-13676.9813,651.0187038,,14328,13664.06321,663.936793
-14364,-13711.8885,652.1114953,,14364,13698.72582,665.2741775
-14400,-13744.62135,655.3786453,,14400,13731.01086,668.9891447
-14436,-13779.52333,656.4766695,,14436,13765.66666,670.3333444
-14472,-13814.42261,657.5773932,,14472,13800.31922,671.6807826
-14508,-13849.31918,658.6808157,,14508,13834.96854,673.0314608
-14544,-13881.93807,662.0619256,,14544,13867.23972,676.7602769
-14580,-13916.82943,663.170568,,14580,13901.88223,678.1177746
-14616,-13951.71809,664.2819075,,14616,13936.52148,679.4785152
-14652,-13986.60406,665.3959432,,14652,13971.1575,680.8425002
-14688,-14018.79042,669.2095847,,14688,14003.41483,684.5851682
-14724,-14053.6712,670.328803,,14724,14038.04402,685.9559771
-14760,-14088.54928,671.4507158,,14760,14072.66997,687.3300332
-14796,-14123.42468,672.5753225,,14796,14107.29266,688.7073381
-14832,-14155.60128,676.3987154,,14832,14139.53614,692.4638612
-14868,-14190.4715,677.5284999,,14868,14174.15201,693.8479943
-14904,-14225.33902,678.6609765,,14904,14208.76462,695.2353789
-14940,-14260.20386,679.7961446,,14940,14243.37398,696.6260165
-14976,-14292.37072,683.6292802,,14976,14275.6036,700.396398
-15012,-14327.23038,684.7696213,,15012,14310.20613,701.7938681
-15048,-14362.08735,685.9126521,,15048,14344.80541,703.194594
-15084,-14396.94163,687.0583719,,15084,14379.40142,704.5985771
-15120,-14429.09876,690.9012412,,15120,14411.61718,708.3828204
-15156,-14463.94787,692.0521294,,15156,14446.20636,709.7936403
-15192,-14498.7943,693.2057049,,15192,14480.79228,711.2077201
-15228,-14533.63803,694.3619668,,15228,14515.37494,712.6250613
-15264,-14565.78544,698.2145611,,15264,14547.57683,716.42317
-15300,-14600.62401,699.3759868,,15300,14582.15265,717.8473522
-15336,-14635.4599,700.5400973,,15336,14616.7252,719.2747985
